1,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
2,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
4,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
8,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
16,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
32,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
64,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
128,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
256,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
512,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
1024,0.992647058824,0.926470588235,0.963235294118,0.882352941176,0.875,0.963235294118,0.808823529412,0.875,0.852941176471,0.889705882353
